음식점 이름,음식점 주소,전화번호,태그,특징,상세페이지 주소,좌표,lat,lon,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,img,주차시설,가성비,반려동물동반,위생,로컬 맛집,조용한,좋은 분위기,오션뷰,뷰가 좋은,theme,리뷰,id
어반정글그레이밤부,제주특별자치도 제주시 조천읍 일주동로 1611,010-9067-5911,차모임,"경관/야경이좋은, 오션뷰, 야외자리, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=X8QljppBOli4,"{'lat': '33.5529030454954', 'lng': '126.704296319191'}",33.55290305,126.7042963,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202308/17/7dc083a7-63a5-4979-9685-435f49d225c1.jpg,True,False,True,False,False,False,False,True,True,#썸머에이드 #블루코코넛아이스크림 #노키즈,70.7,264
어제보다오늘,제주특별자치도 제주시 서해안로 68,064-805-1116,"간식, 데이트코스","예쁜, 오션뷰, 정원, 바다가보이는",https://www.diningcode.com/profile.php?rid=7T8ApiAx15vx,"{'lat': '33.5028542977517', 'lng': '126.456970541851'}",33.5028543,126.4569705,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/fc7d177f-9b9a-4100-9af8-c68018cc6d3b.jpg,False,False,False,False,False,False,False,True,True,"#이호 #이호테우해변 #복숭아무스
#음식 #식당 #아메리카노 #에스프레소 #카페라떼 #카푸치노 #카페모카 #카라멜마끼아또 #바닐라라떼 #헤이즐넛라떼 #콜드브루 #딸기라떼 #녹차라떼 #플레인요거트 #딸기요거트 #키위요거트 #요거트 #라떼 #에이드 #자몽에이드 #레몬에이드 #차 #얼그레이 #캐모마일 #자몽차 #루이보스 #레몬차 #티라미수 #디저트",62.5,265
에이바우트스타디움,제주특별자치도 제주시 거로남4길 57-15,064-721-7771,"혼카페, 데이트","캐주얼한, 아기랑, 연중무휴, 테라스, 야외테라스, 무료주차",https://www.diningcode.com/profile.php?rid=jpFxi0r6Cq4M,"{'lat': '33.5049623470578', 'lng': '126.56431157722'}",33.50496235,126.5643116,07:30,02:00,07:30,02:00,https://api.cdn.visitjeju.net/photomng/imgpath/202407/24/bfa19a10-4321-4897-93e7-32b5d6ff5af9.jpg,True,False,False,False,False,False,True,False,True,"#제주도 #제주여행 #제주카페
#제주맛집 #제주빵집 #제주서쪽가볼만한곳 #제주로컬브랜드 #에이바우트",70.6,266
ABC에이팩토리,제주시 탑동로 11,064-720-8223,"차모임, 간식","깔끔한, 예약, 아침식사",https://www.diningcode.com/profile.php?rid=kh23FxbY4zaC,"{'lat': '33.516944084811', 'lng': '126.52338121795'}",33.51694408,126.5233812,08:30,19:00,08:30,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a3f54832-b81b-4ce7-acff-d91ef4bf9abd.jpg,False,False,False,True,False,False,False,False,False,"#빵 #커피 #음료
#음식 #카페라떼 #아메리카노 #아이스티 #수제청 #수제청음료 #에이드 #요거트 #디저트 #라떼 #차 #카모마일 #녹차 #얼그레이",69.9,267
엘파소,제주특별자치도 서귀포시 안덕면 화순로 191-43,0507-1367-5838,"혼카페, 데이트","경관/야경이좋은, 예쁜, 테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=jXzWNmIOGJFM,"{'lat': '33.2453903590287', 'lng': '126.32592273528'}",33.24539036,126.3259227,10:00,19:00,10:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/d9963849-1e7c-42a6-9bef-36516080ae08.jpg,True,False,False,False,False,False,False,False,True,"#오미자에이드 #코코넛라떼 #아포가토
#카페라떼 #바닐라라떼 #초코라떼 #딸기라떼 #오미자차 #음식 #카페",72.2,268
범일분식,"제주특별자치도 서귀포시 남원읍 태위로 929 (태흥리, 뽀글이미용실) 1층",0507-1405-5069,"다코숨은맛집, 식신로드, 혼밥, 해장","서민적인, 노포, 아침식사, 점심식사, 무료주차",https://www.diningcode.com/profile.php?rid=guI9nHnyeWvh,"{'lat': '33.2861667894078', 'lng': '126.744498920948'}",33.28616679,126.7444989,9:00,17:00,9:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/201811/15/337c8736-4088-48c2-9fa4-0f220d33fd56.jpg,True,True,False,False,True,False,False,False,False,"#차 #밀크티 #카카오티
#음식 #아메리카노 #에이드 #쉐이크 #오미자에이드 #딸기요거트스무디 #유자차 #유자에이드 #무장애관광",87.3,269
오늘은녹차한잔,제주특별자치도 서귀포시 표선면 중산간동로 4772,064-787-6888,"차모임, 데이트","깔끔한, 여유로운, 점심식사, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=O9DzhnE6hkEX,"{'lat': '33.3818381582882', 'lng': '126.791069678089'}",33.38183816,126.7910697,09:30,17:30,09:30,17:30,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0d47e1df-338c-429c-ac78-60f28a4c95d4.jpg,True,False,False,True,False,False,True,False,True,"#녹차라떼 #녹차롤케이크 #녹차아이스크림
#음식 #케이크 #아이스크림 #2022고메페스타 #말차 #녹차 #홍차 #차 #밀크티 #쉐이크 #밀크쉐이크 #에이드 #레몬에이드 #자몽에이드 #아메리카노 #카페라떼 #카페모카 #카푸치노 #바닐라라떼 #카라멜마끼아또 #초코라떼",82.4,270
오또도넛,제주특별자치도 서귀포시 중문상로 87,0507-1325-7014,"간식, 혼카페","캐주얼한, 저렴, 점심식사, 테이크아웃, 반려동물동반, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=Xb1wVxCii2Ty,"{'lat': '33.255927541563', 'lng': '126.427326839308'}",33.25592754,126.4273268,8:00,18:00,8:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/b92db30d-8977-4e54-848b-e4ae8c651890.jpg,True,True,True,False,False,False,True,False,False,"#중문 #글레이즈도넛 #청귤도넛
#친환경컵 #옥수수전분 #음식 #카페 #아메리카노 #카페라떼 #도너츠 #빵 #바닐라라떼 #코코넛라떼 #우유 #얼그레이밀크티 #딸기라떼 #에이드 #복숭아에이드 #콤부차",75.1,271
오라디오라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-102,064-794-0340,혼카페,"깔끔한, 산이보이는, 점심식사, 정원, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=0hZHa07kblth,"{'lat': '33.2350316749017', 'lng': '126.308202232632'}",33.23503167,126.3082022,9:30,18:00,9:30,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/b3b02db3-feae-4c8c-9541-124ded35d823.jpg,True,False,False,True,False,False,False,False,True,"#산방산 #브런치 #빵지순례
#스프 #치아바타 #음식 #카페 #빵 #베이커리 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #카푸치노 #아포가토 #초코라떼 #말차라떼 #아이스티 #자몽티 #레몬티 #카모마일 #차 #라떼 #에이드 #자몽에이드 #레몬에이드 #패션후르츠에이드 #사과주스 #주스 #플레인요거트스무디 #블루베리요거트스무디 #스무디 #요거트 #망고빙수",76.0,272
오르바,제주특별자치도 서귀포시 보목포로 78,0507-1440-8202,"차모임, 데이트","경관/야경이좋은, 오션뷰, 테라스, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=I6p8QVk0vPI8,"{'lat': '33.2403920526475', 'lng': '126.60956607982'}",33.24039205,126.6095661,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/8c1fd9f7-6d50-4fd5-96eb-fc7e96e49a3a.jpg,True,False,False,False,False,False,False,True,True,"#서귀포 #섶섬 #카페
#케이크 #마들렌 #커피 #아인슈페너 #스콘 #러스크",85.5,273
울트라마린,제주특별자치도 제주시 한경면 일주서로 4469,064-803-0414,"차모임, 혼카페","경관/야경이좋은, 오션뷰, 점심식사, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=JniXJlQKM3Yl,"{'lat': '33.3627146829219', 'lng': '126.193466391805'}",33.36271468,126.1934664,11:00,20:00,11:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/21/f5b7afb1-4cca-4c60-baf8-5724da69e172.jpg,True,False,False,False,False,False,False,True,True,"#한경면 #금등리 #케이크
#파블로바 #플랫화이트 #롱블랙 #래밍턴케이크",100.5,274
온더스톤브런치카페제주성산점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,0507-1473-0306,"데이트, 기념일","깔끔한, 오션뷰, 아침식사, 점심식사, 저녁식사, 바다가보이는, 무료주차, 배달",https://www.diningcode.com/profile.php?rid=e2ydZwYEAnYl,"{'lat': '33.4702545409862', 'lng': '126.917847071706'}",33.47025454,126.9178471,7:30,21:30,7:30,21:30,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/6d8005cd-7b31-4bf8-b34d-0bdb26143778.jpg,True,False,False,True,False,False,False,True,False,"#성산 #수제버거 #딱새우
#흑돼지 #파스타 #감바스. 샐러드 #브런치 #디저트 #스콘",81.1,275
온오프,제주특별자치도 제주시 우도면 우도해안길 876,0507-1346-9807,"데이트, 가족외식","예쁜, 오션뷰, 점심식사, 야외테라스, 바다가보이는, 무료주차",https://www.diningcode.com/profile.php?rid=OQdaMxYqVtDP,"{'lat': '33.5129140149796', 'lng': '126.961341852681'}",33.51291401,126.9613419,11:00,16:00,11:00,16:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/4920b56f-f428-462a-a0a3-ada30dd81b19.jpg,True,False,False,False,False,False,False,True,True,"#우도맛집 #돈까스 #흑돼지돈까스
#치즈돈까스 #경양식 #음식 #식당 #돈가스 #수제돈까스 #에이드 #콜드브루",94.5,276
올디벗구디,제주특별자치도 서귀포시 일주서로 330,010-9082-1914,"데이트, 혼카페","캐주얼한, 예쁜, 테라스, 야외테라스, 무료주차",https://www.diningcode.com/profile.php?rid=rvv91ndAbZbO,"{'lat': '33.2529594300667', 'lng': '126.473460078558'}",33.25295943,126.4734601,11:00,19:00,11:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/10/69461be9-7249-47b1-9193-b9cb3ebb0382.jpg,True,False,False,False,False,False,True,False,True,"#쿠키 #크로플 #빵지순례
#노키즈존 #도순동 #음식 #카페 #빵 #베이커리 #아메리카노 #카페라떼 #샌드위치 #치즈케이크 #플랫화이트 #바닐라라떼 #아포가토 #에이드 #자몽에이드 #자몽티 #브라우니 #허브티",80.6,277
요우르,제주특별자치도 제주시 조천읍 조함해안로 343,064-782-5245,간식,"테이크아웃, 반려동물동반, 주차, 배달",https://www.diningcode.com/profile.php?rid=GuLih0Gv5Qnz,"{'lat': '33.5493071365552', 'lng': '126.654117334774'}",33.54930714,126.6541173,10:00,19:00,10:00,19:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/8ade7599-a5cf-483e-92ea-7176648f77b9.jpg,True,False,True,False,False,False,False,False,False,"#요거트 #과일요거트 #그릭요거트
#음식 #카페",67.0,278
용꽈배기,제주특별자치도 제주시 서광로30길 3,064-725-6772,간식,"가성비좋은, 예약, 테이크아웃, 주차, 배달",https://www.diningcode.com/profile.php?rid=QDb2xdoz93f6,"{'lat': '33.4999046150126', 'lng': '126.526995889945'}",33.49990462,126.5269959,7:30,17:30,7:30,17:30,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/5122e227-d1d2-45ff-b238-580a7b03470d.jpg,True,True,False,False,False,False,False,False,False,"#제주시청 #꽈배기 #도너츠
#간식 #빵지순례 #음식 #빵 #베이커리 #카페 #팥도너츠 #고로케 #핫도그",70.6,279
용소담,제주특별자치도 제주시 흥운길 103,0507-1355-2868,혼카페,"예쁜, 빈티지, 정원, 넓은마당, 주차",https://www.diningcode.com/profile.php?rid=eSoa9AwDCqYo,"{'lat': '33.5154003851868', 'lng': '126.51373146188'}",33.51540039,126.5137315,10:00,22:00,10:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/24/bb5b6402-5c71-4e57-b914-1be9854df9ad.jpg,True,False,False,False,False,False,False,False,True,"#제주시내 #용담 #카페
#바당라떼 #수제청에이드 #과일차 #꽃차 #기증편 #땅콩슈페너",69.8,280
"우연히,그곳",제주특별자치도 제주시 구좌읍 중산간동로 2250,0507-1338-1879,"데이트, 간식","깔끔한, 분위기좋은, 테라스, 야외자리, 무료주차",https://www.diningcode.com/profile.php?rid=Ooe1WywNWvjR,"{'lat': '33.4717184621206', 'lng': '126.782768546462'}",33.47171846,126.7827685,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/cd88587c-0628-47c6-9c6a-c6de261d6272.jpg,True,False,False,True,False,False,True,False,True,"#아메리카노 #카페라떼 #바닐라라떼
#아인슈페너 #크림라떼 #연유라떼 #음식",78.3,281
담또와,제주특별자치도 제주시 구좌읍 월정1길 62,0507-1486-0855,"간식, 아이와함께","예쁜, 정원, 반려동물동반, 주차",https://www.diningcode.com/profile.php?rid=XGTdV3fVoq6M,"{'lat': '33.5563533888975', 'lng': '126.793323813067'}",33.55635339,126.7933238,09:00,17:00,09:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/24/038d6ffd-f7be-4736-af4f-d74f7091e4a1.jpg,True,False,True,False,False,False,False,False,True,"#구좌읍 #월정리 #베이커리
#소금빵 #크림빵 #감자빵 #양파크림빵 #녹차크림빵 #핸드드립커피",75.0,282
위더스트래블,제주특별자치도 제주시 인다9길 29,064-722-0823,데이트,"깔끔한, 예쁜, 아침식사, 점심식사, 테이크아웃, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=gQwTalXwN3A1,"{'lat': '33.4755427564996', 'lng': '126.54846981524'}",33.47554276,126.5484698,9:00,21:00,9:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/104fb5fe-bcdb-4839-b1f5-4e6767d4388d.jpg,True,False,True,True,False,False,False,False,False,"#카페 #브런치카페 #위더스풀블랙퍼스트
#에그메네딕트 #음식 #브런치 #샌드위치 #아메리카노 #와플 #파니니 #카페라떼 #카푸치노 #플랫화이트 #카페모카 #돌체라떼 #바닐라빈라떼 #아포가토 #라떼 #차 #자몽차 #레몬티 #레몬에이드 #요거트스무디 #딸기요거트스무디 #플레인요거트스무디 #고구마라떼 #과일주스",70.2,283
윈드스톤,제주특별자치도 제주시 애월읍 광성로 272,070-8832-2727,"혼카페, 차모임","예쁜, 지역주민이찾는, 야외자리, 반려동물동반",https://www.diningcode.com/profile.php?rid=f8OCtKX7NP9g,"{'lat': '33.460479263819', 'lng': '126.436092636548'}",33.46047926,126.4360926,9:00,17:00,9:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/07/73e769f5-77c4-471f-829e-fe92e411c42f.jpg,False,False,True,False,True,False,False,False,True,"#북카페 #광령 #아몬드라떼
#음식 #카페 #아메리카노 #카페라떼 #라떼 #핸드드립커피 #오미자 #토스트 #치즈케이크",77.2,284
돈사돈월정점,제주특별자치도 제주시 구좌읍 한동북1길 60 A동 2층,064-784-9289,"식사모임, 술모임","시끌벅적한, 깨끗, 저녁식사, 연탄구이, 연탄불, 무료주차",https://www.diningcode.com/profile.php?rid=CDVj4OYAI8fs,"{'lat': '-', 'lng': '-'}",-,-,11:30,20:00,11:30,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/201807/09/63026bb3-0805-427c-8ae1-3fe3a8ce7f1e.jpg,True,False,False,True,False,False,False,False,False,"#커피 #브런치 #빙수
#파스타 #음식 #해물파스타 #크림파스타 #피자 #화덕피자 #고르곤졸라화덕피자 #돈가스 #멘보샤 #샐러드 #오일파스타 #샐러드파스타 #고르곤졸라피자 #돈까스 #스테이크 #비프스테이크 #새우 #볶음밥",79.1,285
이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1,064-784-3789,"데이트, 식사모임","깔끔한, 예약, 아침식사, 점심식사, 저녁식사, 지역화폐, 유아의자, 무료주차",https://www.diningcode.com/profile.php?rid=ds375h9nkjZe,"{'lat': '33.4958837336521', 'lng': '126.898765977635'}",33.49588373,126.898766,11:00,20:00,11:00,20:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/b1e9058d-4847-46a1-b2f5-f7de199492e2.jpg,True,False,False,True,False,False,False,False,False,"#브런치 #양식 #종달리맛집
#구좌맛집 #카페 #와인 #음료 #커피 #음식 #식당 #파스타 #크림파스타 #해산물토마토파스타 #오일파스타 #새우로제파스타 #리조또 #먹물리조또 #전복리조또 #에이드 #자몽에이드 #피자 #고르곤졸라피자 #마르게리따피자 #스테이크피자 #마늘빵 #카프레제샐러드 #샐러드 #스테이크",83.4,286
인그리드,제주특별자치도 제주시 서해안로 64,0507-1344-6646,"데이트, 차모임","경관/야경이좋은, 예쁜, 테라스, 야외테라스",https://www.diningcode.com/profile.php?rid=Pe1QAzjPnFTd,"{'lat': '33.5025978413575', 'lng': '126.456692982712'}",33.50259784,126.456693,11:00,18:00,11:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202203/04/4a22cd3d-578b-4706-bc0a-f97386c90ae9.jpg,False,False,False,False,False,False,False,False,True,"#이호해수욕장 #아메리카노 #얼그레이
#음식 #카페 #카페라떼 #바닐라빈라떼 #크림라떼 #패션후르츠에이드 #패션후르츠망고에이드 #초코라떼 #핫초코 #캐모마일 #루이보스 #라떼 #차 #에이드",74.6,287
인디안썸머애월,제주특별자치도 제주시 애월읍 애월로4길 9,064-799-8444,"술모임, 데이트","이국적/이색적, 분위기좋은, 저녁식사, 반려동물동반, 주차",https://www.diningcode.com/profile.php?rid=mlBdWMsmjWWq,"{'lat': '33.4633387425565', 'lng': '126.315200836039'}",33.46333874,126.3152008,17:00,1:00,17:00,1:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/04/baeb6384-e430-48dd-acfd-c1dc8eec3419.jpg,True,False,True,False,False,False,True,False,False,"#애월 #펍 #카페
#음식 #프렌치토스트 #감자튀김 #라따뚜이 #카프레제샐러드 #감바스 #위스키 #술 #모히또 #칵테일 #블랙러시안 #깔루아밀크 #진토닉칵테일 #에이드 #차 #캐모마일 #페퍼민트 #얼그레이 #그린티 #와인 #레드와인 #화이트와인 #와인뱅쇼 #아인슈페너 #라떼 #바닐라라떼 #카푸치노",77.7,288
잔물결,제주특별자치도 제주시 한림읍 금능길 58-1,0507-1342-5564,"데이트, 혼카페","예쁜, 경관/야경이좋은, 테라스, 야외테라스, 무료주차",https://www.diningcode.com/profile.php?rid=zZKTk3nNDRTt,"{'lat': '33.388061470817', 'lng': '126.229658028'}",33.38806147,126.229658,10:00,18:00,10:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/dd16afb8-9632-4ba4-b938-a3f55e2ed72c.jpg,True,False,False,False,False,False,False,False,True,"#커피 #금능해수욕장 #제주카페
#고택 #음식 #카페 #핸드드립커피 #핸드드립에티오피아예가체프 #치즈케이크 #아메리카노 #카페라떼 #바닐라라떼 #크림라떼 #얼그레이 #라떼 #에이드 #레몬에이드 #핫초코",100.1,289
장인더제주점,제주특별자치도 제주시 탑동로 136,0507-1485-2122,"간식, 혼카페","깔끔한, 오션뷰, 테이크아웃, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=te8APTu0suEw,"{'lat': '33.5131420546055', 'lng': '126.518293238834'}",33.51314205,126.5182932,10:00,18:00,10:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/26/3539cec2-af4d-442a-add6-9a7c625bd3f0.jpg,True,False,True,True,False,False,False,True,False,"#제주 #탑동 #카페
#약과 #커피 #쌍화차 #에이드",68.4,290
제리스펍,제주특별자치도 서귀포시 솔동산로 20,0507-1403-4696,데이트코스,"분위기좋은, 안주, 반려동물동반, 주차, 배달",https://www.diningcode.com/profile.php?rid=MIiC02sU4fXf,"{'lat': '33.2431504372879', 'lng': '126.563721018229'}",33.24315044,126.563721,19:00,2:00,19:00,2:00,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4aeb45bc-5cf8-4080-8a56-7a7cd1ee5b97.png,True,False,True,False,False,False,True,False,False,"#수제맥주 #수입맥주 #보드게임
#스포츠경기관람 #펍 #음식 #피자 #치킨 #나쵸칩 #홍합스튜 #술 #맥주 #흑맥주 #생맥주 #칵테일 #모히또 #롱아일랜드아이스티 #진토닉칵테일 #블랙러시안 #깔루아밀크 #앱솔루트보드카 #허브티 #자스민티 #캐모마일 #아메리카노 #앱솔루트페어 #앱솔루트피치 #와인 #빵 #모듬감자튀김 #오징어튀김 #치즈까나페 #바게트 #프렌치프라이 #돈까스 #돈가스",68.4,291
제이아일랜드,제주특별자치도 서귀포시 성산읍 환해장성로 69,0507-1441-7077,"데이트, 간식","예쁜, 오션뷰, 바다가보이는, 반려동물동반, 무료주차, 발렛파킹, 배달",https://www.diningcode.com/profile.php?rid=32a9eDOoMkk9,"{'lat': '33.3787895909883', 'lng': '126.879722351209'}",33.37878959,126.8797224,9:30,17:00,9:30,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/25/933f35e4-c3f6-4067-877d-080d0526477a.jpg,True,False,True,False,False,False,False,True,False,#성산 #디저트카페 #후르츠산도,72.1,292
제일성심당,제주특별자치도 서귀포시 성산읍 고성오조로 47,064-782-3125,간식,"서민적인, 저렴, 아침식사, 점심식사, 저녁식사",https://www.diningcode.com/profile.php?rid=MZMXavlErWb3,"{'lat': '33.4479491673304', 'lng': '126.914916122531'}",33.44794917,126.9149161,7:00,22:30,7:00,22:30,https://api.cdn.visitjeju.net/photomng/imgpath/202306/26/4ed41db5-ca08-4040-9c13-217edb0454b8.jpg,False,True,False,False,False,False,False,False,False,"#성산 #고성리 #빵집
#빵 #디저트 #이불빵 #도넛 #케이크",69.8,293
제주기와,제주특별자치도 제주시 애월읍 광령남4길 45-1,0507-1362-7515,"차모임, 아이와함께","조용한, 예쁜, 아침식사, 점심식사, 테라스, 정원, 무료주차",https://www.diningcode.com/profile.php?rid=hBycO8H4SQR0,"{'lat': '33.4511312379133', 'lng': '126.425421728321'}",33.45113124,126.4254217,9:00,18:00,9:00,18:00,https://api.cdn.visitjeju.net/photomng/imgpath/202212/06/4cae7c0c-58fc-480d-8f81-bbfd58d30dc2.jpg,True,False,False,False,False,True,False,False,True,"#브런치 #샌드위치 #감자튀김
#아메리카노 #레몬티 #레몬에이드 #음식 #카페",61.7,294
크라운돼지,제주특별자치도 제주시 애월읍 상가목장길 84,070-4036-5090,"송훈쉐프, 가족외식, 식사모임","캐주얼한, 경관/야경이좋은, 점심식사, 저녁식사, 무료주차",https://www.diningcode.com/profile.php?rid=vbo97BgkLDWk,"{'lat': '33.3931778799612', 'lng': '126.38317885864'}",33.39317788,126.3831789,12:00,21:00,12:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/01/16b90e90-4c87-4116-941d-83c5c7b7d136.jpg,True,False,False,False,False,False,True,False,True,"#애월 #베이커리 #크로와상
#바게트 #케이크 #스콘 #쿠키 #컵게이크 #빵",67.3,295
설심당본점,제주특별자치도 제주시 서해안로 504,064-745-2145,"데이트, 간식","경관/야경이좋은, 오션뷰, 바다가보이는, 장애인편의시설, 주차",https://www.diningcode.com/profile.php?rid=B9qccj1UwLVG,"{'lat': '33.5194449633221', 'lng': '126.492900384502'}",33.51944496,126.4929004,11:00,21:00,11:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/29/347b96b5-c18c-4584-96f7-db42f31b0214.jpg,True,False,False,False,False,False,False,True,True,"#용담동 #디저트카페 #뷰맛집
#빙수 #음식 #카페 #팥빙수 #과일빙수 #녹차팥빙수 #요거트빙수 #인절미빙수 #망고치즈빙수 #단팥죽 #호떡 #도넛 #아이스크림 #크로와상샌드위치 #케이크 #아메리카노 #에스프레소 #아포가토 #카페라떼 #카라멜마끼아또 #카페모카 #바닐라카페라떼 #초코라떼 #녹차라떼 #라떼 #차 #카모마일 #오미자차 #페퍼민트 #자몽차 #얼그레이 #밀크쉐이크 #쉐이크 #오미자에이드 #자몽에이드 #에이드 #스무디 #망고스무디 #블루베리요거트스무디 #요거트스무디",74.0,296
아베베베이커리,제주특별자치도 제주시 동문로 4 1호,0507-1414-0750,"간식, 데이트","캐주얼한, 저렴, 아침식사, 점심식사, 테이크아웃, 배달",https://www.diningcode.com/profile.php?rid=Naeu4cLWBo5k,"{'lat': '33.5128771965117', 'lng': '126.526933922485'}",33.5128772,126.5269339,10:00,21:00,10:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/202201/03/8650b02e-6810-496e-b07f-aadac16809a8.jpg,False,True,False,False,False,False,True,False,False,"#주스 #음료 #동문재래시장
#디저트 #한라봉주스 #감귤주스 #음식 #카페 #녹차라떼 #그린티프라페 #라떼 #아이스크림 #녹차아이스크림 #아메리카노 #카페라떼 #카페모카 #카라멜마끼아또 #블루베리주스 #망고주스 #키위주스",149.4,297
젤코바,제주특별자치도 제주시 애월읍 하소로 1,064-713-7502,간식,"깔끔한, 예약, 아침식사, 연중무휴, 테이크아웃, 예약가능, 무료주차",https://www.diningcode.com/profile.php?rid=YfETniiIWH8x,"{'lat': '33.479680708684', 'lng': '126.399971499021'}",33.47968071,126.3999715,09:00,20:00,09:00,17:00,https://api.cdn.visitjeju.net/photomng/imgpath/202305/24/1b070230-6129-4e49-8f3e-390f72c89dfe.jpg,True,False,False,True,False,False,False,False,False,"#애월 #하귀 #베이커리
#소금빵 #피자빵 #마늘빵 #시나몬롤 #휘낭시에 #스콘 #브라우니 #커피",72.6,298
조식,제주특별자치도 제주시 애월읍 어림비로 272,064-012-1234,"혼카페, 데이트","예쁜, 고급스러운, 아침식사, 점심식사, 넓은마당, 반려동물동반, 무료주차",https://www.diningcode.com/profile.php?rid=4aoCqIVS1G7E,"{'lat': '33.4105260206414', 'lng': '126.33318588147'}",33.41052602,126.3331859,10:00,16:00,10:00,16:00,https://api.cdn.visitjeju.net/photomng/imgpath/202306/27/8202ac20-70c0-4c08-865f-04e4ca0f90a3.jpeg,True,False,True,False,False,False,True,False,False,"#애월 #어음리 #브런치
#필터커피 #프렌치토스트 #샌드위치 #콤부차",75.5,299
에머이제주점,제주특별자치도 제주시 인다3길 9,064-723-7174,해장,"시원, 가성비좋은, 점심식사, 테라스, 셀프바, 주차, 배달",https://www.diningcode.com/profile.php?rid=8dGiy1PVl5W7,"{'lat': '33.4767735597946', 'lng': '126.549395667567'}",33.47677356,126.5493957,07:00,22:00,07:00,22:00,https://api.cdn.visitjeju.net/photomng/imgpath/202112/30/75f34e51-8914-4f9a-bbf1-cdc42a318627.jpg,True,True,False,False,False,False,False,False,True,"#빵 #식빵 #베이커리
#제주빵집 #빵지순례 #음식 #카페 #우유식빵 #팥빵 #크림빵 #머핀 #소보루빵 #팥소보로",63.0,300
종달리엔엄마식당,제주특별자치도 제주시 구좌읍 종달로7길 15,0507-1411-5768,"혼밥, 혼술","조용한, 예약, 점심식사, 저녁식사, 바테이블, 예약가능, 무료주차",https://www.diningcode.com/profile.php?rid=8Vzbvn8mULH7,"{'lat': '33.4918182567458', 'lng': '126.898044043175'}",33.49181826,126.898044,12:00,21:00,12:00,21:00,https://api.cdn.visitjeju.net/photomng/imgpath/201810/19/02508235-4244-4767-b8b2-05b2ed48e065.JPG,True,False,False,False,False,True,False,False,False,"#야끼소바 #흑돼지 #제주에일
#맥주 #무알콜 #술 #사케 #레몬에이드 #청귤에이드 #에이드",82.4,301
